"ID","Label","Ort1","Ort2","Geschlecht","Geburt","Tod"
3123,"Galler von Schwanberg, Balthasar (1585–1638), Statthalter von Innerösterreich","Schwanberg in der Steiermark","Graz","m",1585,1638
3124,"Galler von Schwanberg, Siegmund (1575–1627), Kämmerer","Schwanberg in der Steiermark","","m",1575,1627
3125,"Galler von Schwanberg, Johann Jakob (1615–1660)","","","m",1615,1660
3126,"Patrizi, Johann (1580–1639)","Siena","","m",1580,1639
3127,"Patrizi, Salder (1610–1649)","Siena","","m",1610,1649
3128,"Castaldo, Karl (1460–1504)","Nocera dei Pagani","","m",1460,1504
3129,"Castaldo, Johann Baptist (1493–1563)","Cava dei Tirreni","Mailand","m",1493,1563
3130,"Castaldo, Ferdinand (1520–1569)","Cava dei Tirreni","","m",1520,1569
3131,"Castaldo, Johann Alfons (1520–1589), Trabantenhauptmann","Cava dei Tirreni","Napoli","m",1520,1589
3132,"Castaldo, Johann Baptist (1545–1571)","Cava dei Tirreni","","m",1545,1571
3133,"Castaldo, Livia (1554–1609)","Cava dei Tirreni","Vimercate, ▭ Mailand","w",1554,1609
3134,"Lando, Oktavius (1520–1580), Hofdiener","Piacenza","","m",1520,1580
3135,"Bentivoglio, Kornel (1606–1663), Kämmerer","Ferrara","","m",1606,1663
3136,"Völs, Kaspar (1420–1480)","Völs am Schlern","","m",1420,1480
3137,"Völs, Leonhard (1458–1530), Landeshauptmann von Tirol","Völs am Schlern","Bozen","m",1458,1530
3138,"Völs, Melchior (1490–1543)","","","m",1490,1543
3139,"Völs, Kaspar (1530–1577)","","Žalmanov","m",1530,1577
3140,"Völs, Leonhard (1565–1620)","","Sitzendorf an der Schmida, ▭ Žalmanov","m",1565,1620
3141,"Völs, Kaspar (1594–1666)","","Oppeln","m",1594,1666
3142,"Völs, Georg Leonhard (1625–1684), Kämmerer","","Innsbruck","m",1625,1684
3143,"Völs, Friedrich (1575–1614)","","Gabhorn, ▭ Neudek an der Rohlau","m",1575,1614
3144,"Völs, Ferdinand (1520–1558)","","","m",1520,1558
3145,"Völs, Michael (1460–1528)","Völs am Schlern","","m",1460,1528
3146,"Völs, Gilg (1500–1546)","","","m",1500,1546
3147,"Völs, Anna (1560–1606)","","","w",1560,1606
3148,"Völs, Johann Jakob (1505–1551), Landeshauptmann von Tirol","","Bozen","m",1505,1551
3149,"Orefice, Anton (1506–1590)","Sorrento","Napoli","m",1506,1590
3150,"Orefice, Franz (1540–1607), Bischof von Acerno","Sorrento","Napoli","m",1540,1607
3151,"Orefice, Johann (1608–1640), Kämmerer","Napoli","Napoli","m",1608,1640
3152,"Pio di Savoia, Askan (1586–1649)","","","m",1586,1649
3153,"Bourbon del Monte, Pompei (1560–1606)","Monte Santa Maria Tiberina","","m",1560,1606
3154,"Bourbon del Monte, Hotze (1600–1629), Kämmerer","Monte Santa Maria Tiberina","Mantova","m",1600,1629
3155,"Gonzaga, Julius (1552–1609), Fürst von Bozzolo","San Martino dall’Argine","Bozzolo","m",1552,1609
3156,"Bergonzi, Arideas (1555–1620), Stäbelmeister","Parma","","m",1555,1620
3157,"Spinola, Vedast (1550–1612)","Palermo","Bruay in Artesien","m",1550,1612
3158,"Strasoldo, Hieronym (1590–1644), Kämmerer","","","m",1590,1644
3159,"Spinola, Audobert (1160–1214)","Genova","","m",1160,1214
3160,"Spinola, Audobert (1235–1291)","Genova","","m",1235,1291
3161,"Spinola, Edward (1270–1310)","Genova","","m",1270,1310
3162,"Spinola, Konrad (1380–1423)","Genova","","m",1380,1423
3163,"Spinola, Philipp (1460–1524)","Genova","","m",1460,1524
3164,"Spinola, Augustin (1490–1565)","Genova","","m",1490,1565
3165,"Spinola, Oktavius (1538–1592), Kämmerer","Genova","","m",1538,1592
3166,"Spinola, Karl (1564–1622)","Genova","Nagasaki","m",1564,1622
3167,"Spinola, Audobert (1130–1183)","Genova","","m",1130,1183
3168,"Spinola, Vedast (1165–1225)","Genova","","m",1165,1225
3169,"Spinola, Lanfrank (1200–1249)","Genova","","m",1200,1249
3170,"Spinola, Vedast (1230–1295)","Genova","","m",1230,1295
3171,"Spinola, Andreas (1290–1337)","Genova","","m",1290,1337
3172,"Spinola, Friedrich (1571–1603)","Genova","Sluis","m",1571,1603
3173,"Spinola, Jakob (1420–1459)","Genova","","m",1420,1459
3174,"Spinola, Napoleon (1452–1512)","Genova","","m",1452,1512
3175,"Spinola, Paul (1490–1529)","Genova","","m",1490,1529
3176,"Spinola, Stephan (1520–1579)","Genova","","m",1520,1579
3177,"Spinola, Stephan (1580–1629)","Genova","","m",1580,1629
3178,"Spinola, Napoleon (1607–1672), Markgraf von Roccaforte","Genova","Roccaforte Ligure","m",1607,1672
3179,"Spinola, Stephan (1633–1687)","Genova","","m",1633,1687
3180,"Spinola, Mark Anton (1526–1604), Graf von Tassarolo","","","m",1526,1604
3181,"Spinola, Augustin (1563–1616), Graf von Tassarolo","","","m",1563,1616
3182,"Spinola, Maximilian (1568–1629), Graf von Tassarolo","","","m",1568,1629
3183,"Spinola, Philipp (1606–1688), Graf von Tassarolo","","","m",1606,1688
3184,"Spinola, Johann Baptist (1580–1639)","Genova","","m",1580,1639
3185,"Spinola, Julius (1612–1691), Erzbischof von Laodikeia","Genova","Rom","m",1612,1691
3186,"Spinola, Johann Baptist (1646–1719), Kämmerer","Genova","Rom","m",1646,1719
3187,"Spinola, Johann Anton (1460–1512)","Genova","","m",1460,1512
3188,"Spinola, Philipp (1605–1680), Markgraf von Arquata","Arquata Scrivia","","m",1605,1680
3189,"Spinola, Julius (1640–1690), Reichshofrat","Arquata Scrivia","","m",1640,1690
3190,"Spinola, Gerhard (1647–1726), Kämmerer","Arquata Scrivia","","m",1647,1726
3191,"Spinola, Johann (1200–1268)","Genova","","m",1200,1268
3192,"Spinola, Widebald (1230–1284)","Genova","","m",1230,1284
3193,"Spinola, Luzian (1360–1421)","Genova","","m",1360,1421
3194,"Spinola, Zyprian (1490–1563)","","","m",1490,1563
3195,"Altieri, Lorenz (1560–1635)","Rom","","m",1560,1635
3196,"Altieri, Emil (1590–1676), Papst Klement X.","Rom","Rom","m",1590,1676
3197,"Altieri, Franz (1595–1644), Kämmerer","Rom","Ancona","m",1595,1644
3198,"Ursenbeck, Christoph (1520–1583), Kämmerer","","","m",1520,1583
3199,"Ursenbeck, Georg Bernhard (1598–1671), Kämmerer","","","m",1598,1671
3200,"Ursenbeck, Georg Gottfried (1635–1664), Kämmerer","","","m",1635,1664
3201,"Ursenbeck, Johann Christoph (1577–1629), Kämmerer","","Wien:Minoritenkirche","m",1577,1629
3202,"Ursenbeck, Markward Christoph (1594–1624), Kämmerer","","","m",1594,1624
3203,"Ursenbeck, Georg Christoph (1579–1634)","","Riegersburg in der Steiermark:Martinskirche","m",1579,1634
3204,"Ursenbeck, Georg Bernhard (1608–1633), Oberstsilberkämmerer","","Riegersburg in der Steiermark:Martinskirche","m",1608,1633
3205,"Habsburg, Ernst (1553–1595), Statthalter der Spanischen Niederlande","Wien","Brüssel","m",1553,1595
3206,"Téllez Girón de Osuna, Kaspar (1625–1694), Vizekönig von Katalonien","Alameda de Osuna","Madrid","m",1625,1694
3207,"Salamanca, Johann Georg (1590–1639)","Ortenburg in Kärnten","Ortenburg in Kärnten","m",1590,1639
3208,"Salamanca, Bernhard (1530–1557)","Ortenburg in Kärnten","","m",1530,1557
3209,"Krusics, Johann (1525–1580)","Lindenkogel in der Untersteiermark","Wien","m",1525,1580
3210,"Khevenhüller, Siegmund (1558–1594)","Villach in Kärnten","","m",1558,1594
3211,"Khevenhüller, Paul (1593–1655)","Wernberg in Kärnten","Stockholm","m",1593,1655
3212,"Thun, Barbara (1483–1509)","","","w",1483,1509
3213,"Salm, Lukrezia (1526–1585)","","","w",1526,1585
3214,"Salm, Margarita (1517–1573)","Marchegg","","w",1517,1573
3215,"Redern, Anna (1544–1588)","Breslau","Chomutov","w",1544,1588
3216,"Sulz, Elisabeth (1563–1601)","Tiengen im Klettgau","","w",1563,1601
3217,"Breunner, Ursula (1568–1641), Obersthofmeisterin","Graz","Heiligenkreuz im Wippachtal","w",1568,1641
3218,"Teufel von Guntersdorf, Katharina (1559–1594)","Guntersdorf im Weinviertel","Wien, ▭ Hollabrunn im Thale","w",1559,1594
3219,"Lodron, Eleonora (1605–1655)","Concesio","","w",1605,1655
3220,"Arco, Katharina (1585–1621)","","","w",1585,1621
3221,"Collalto, Susanna (1460–1495)","","Arco in Tirol","w",1460,1495
3222,"Arco, Drusilla (1490–1521)","","","w",1490,1521
3223,"Schlick, Elisabeth (1560–1598)","Neudek an der Rohlau","","w",1560,1598
3224,"Trautson, Susanna (1560–1615)","","Neunkirchen am Steinfeld:Pfarrkirche","w",1560,1615
3225,"Ungnad von Weissenwolff, Judith (1528–1572)","Sonnegg im Jauntal","","w",1528,1572
3226,"Lochner von Liebenfels, Margarita (1475–1528), Obersthofmeisterin","Liebenfels in Kärnten","","w",1475,1528
3227,"Ungnad von Weissenwolff, Elisabeth (1500–1575)","Sonnegg im Jauntal","Radonitz","w",1500,1575
3228,"Barby, Magdalena (1530–1565)","Mühlingen an der Elbe","Wien, ▭ Ybbs an der Donau, ▭ Tübingen","w",1530,1565
3229,"Trauttmansdorff, Eva (1548–1592)","Graz","Hof im Rosenthal, ▭ Trautmannsdorf in der Steiermark","w",1548,1592
3230,"Bánffy von Losoncz, Anna (1543–1595)","Klausenburg","Szomolya","w",1543,1595
3231,"Ungnad von Weissenwolff, Anna (1564–1611)","","","w",1564,1611
3232,"Pernstein, Benigna (1517–1551)","","","w",1517,1551
3233,"Pernstein, Anna (1525–1556)","","","w",1525,1556
3234,"Sternberg, Eva Johanna (1621–1674)","","Teinitz an der Radbusa","w",1621,1674
3235,"Lobkowicz, Maria Elisabeth (1649–1719)","","","w",1649,1719
3236,"Lodron, Anna (1504–1530)","","Bleiburg in Kärnten","w",1504,1530
3237,"Colloredo, Felizitas (1595–1650)","","","w",1595,1650
3238,"Dietrichstein, Klara (1626–1667)","Wien","","w",1626,1667
3239,"Losenstein, Maria Katharina (1635–1691)","","","w",1635,1691
3240,"Madrutsch, Ursula (1563–1626)","Issogne im Aostatal","Innsbruck","w",1563,1626
3241,"Madrutsch, Christina (1563–1624)","Issogne im Aostatal","Nancy","w",1563,1624
3242,"Rogendorf, Elisabeth (1480–1550)","Pöggstall im Waldviertel","","w",1480,1550
3243,"Stadl, Felizitas (1582–1628)","Riegersburg in der Steiermark","Graz","w",1582,1628
3244,"Stadl, Anna (1580–1653)","Riegersburg in der Steiermark","","w",1580,1653
3245,"Porcia, Anna Magdalena (1635–1664)","","Graz","w",1635,1664
3246,"Madrutsch, Brigitta (1510–1576)","Madrutsch","Wien:Michaelerkirche","w",1510,1576
3247,"Madrutsch, Helena (1564–1627)","Issogne im Aostatal","Riva del Garda","w",1564,1627
3248,"Frangipane di Veglia, Helena (1480–1525)","Zengg","","w",1480,1525
3249,"Thurn, Anna (1505–1552)","","","w",1505,1552
3250,"Jörger von Tollet, Magdalena (1619–1689)","","Meran","w",1619,1689
3251,"Jörger von Tollet, Elisabeth (1610–1658)","","","w",1610,1658
3252,"Ungnad von Weissenwolff, Maria Margarita (1633–1661)","Sonnegg im Jauntal","","w",1633,1661
3253,"Rumpf, Barbara (1510–1569)","Wullross im Gurktal","","w",1510,1569
3254,"Ungnad von Weissenwolff, Elisabeth (1603–1683)","Sonnegg im Jauntal","Varel am Jadebusen","w",1603,1683
3255,"Thannhausen, Regina (1569–1624)","Graz","","w",1569,1624
3256,"Pálffy, Katharina (1590–1639)","Bibersburg","","w",1590,1639
3257,"Thurzó von Bethlenfalva, Susanna (1580–1608)","","","w",1580,1608
3258,"Ungnad von Weissenwolff, Elisabeth (1576–1631)","Sonnegg im Jauntal","Ortenburg im Wolfachtal","w",1576,1631
3259,"Hoyos, Katharina (1515–1572)","Burgos","","w",1515,1572
3260,"Ungnad von Weissenwolff, Polyxena (1510–1564)","Sonnegg im Jauntal","Wien:Augustinerkirche","w",1510,1564
3261,"Losenstein, Margarita (1520–1566)","Schallaburg","","w",1520,1566
3262,"Schaffgotsch, Ursula (1542–1587)","","Sorau","w",1542,1587
3263,"Waldstein, Eva (1565–1631)","","Weikersheim im Taubertal","w",1565,1631
3264,"Schlick, Katharina (1564–1617)","Neudek an der Rohlau","Reichenberg im Isergebirge","w",1564,1617
3265,"Traudisch, Helena Maximiliana (1630–1700)","","","w",1630,1700
3266,"Lobkowicz, Benigna (1569–1625)","","","w",1569,1625
3267,"Lobkowicz, Ursula (1562–1600)","","","w",1562,1600
3268,"Hohenems, Anna (1510–1543)","Hohenems","","w",1510,1543
3269,"Teufel von Guntersdorf, Apollonia (1545–1578)","Graz","","w",1545,1578
3270,"Rappach, Margarita (1475–1522)","","Wien:Minoritenkirche","w",1475,1522
3271,"Liechtenstein von Kastelkorn, Barbara (1612–1671), Obersthofmeisterin","","Wien","w",1612,1671
3272,"Schutzbar genannt Milchling, Maria Magdalena (1575–1598)","Wilhermsdorf im Zenngrund","","w",1575,1598
3273,"Waldstein, Maria (1535–1593)","","Guntersdorf im Weinviertel","w",1535,1593
3274,"Álvarez de Toledo, Eleonora (1522–1562), Herzogin von Florenz","Alba de Tormes","Pisa, ▭ Firenze","w",1522,1562
3275,"Álvarez de Toledo, Eleonora (1553–1576)","Firenze","Cafaggiolo del Mugello","w",1553,1576
3276,"Báthory, Niklas (1525–1584)","Ecsed","Ecsed","m",1525,1584
3277,"Arciszewski, Elias (1560–1630)","","Schmiegel","m",1560,1630
3278,"Arciszewski, Christoph (1592–1656)","Rogalin","Danzig","m",1592,1656
3279,"Arciszewski, Elias (1590–1655), Kämmerer","Rogalin","","m",1590,1655
3280,"Habsburg, Friedrich III. (1415–1493), Kaiser des Heiligen Römischen Reiches","Innsbruck","Linz an der Donau, ▭ Wien:Stephansdom","m",1415,1493
3281,"Raitenau, Johann Werner (1525–1593)","Lochau am Bodensee","Szombor, ▭ Salzburg","m",1525,1593
3282,"Raitenau, Wolfgang Theoderich (1559–1617), Erzbischof von Salzburg","Lochau am Bodensee","Salzburg","m",1559,1617
3283,"Raitenau, Johann Rudolf (1575–1633)","Lochau am Bodensee","Gmünd in Kärnten","m",1575,1633
3284,"Raitenau, Wolfgang Theoderich (1601–1639), Kämmerer","Lochau am Bodensee","Rosegg in Kärnten, ▭ Gmünd in Kärnten","m",1601,1639
3285,"Raitenau, Johann Werner (1571–1647)","Lochau am Bodensee","Konstanz im Hegau, ▭ Langenstein im Hegau","m",1571,1647
3286,"Raitenau, Rudolf Hannibal (1632–1671)","","Langenstein im Hegau","m",1632,1671
3287,"Raitenau, Klara (1565–1612)","","Kientzheim im Elsass","w",1565,1612
3288,"Raitenau, Jakob Hannibal (1563–1611), Kämmerer","","","m",1563,1611
3289,"Raitenau, Helena (1595–1626)","","","w",1595,1626
3290,"Raitenau, Jakobina (1590–1663)","","","w",1590,1663
3291,"Welser von Zinnenberg, Franz (1497–1572)","Augsburg","Ravensburg im Schussental","m",1497,1572
3292,"Welser von Zinnenberg, Philippina (1530–1580)","Augsburg","Innsbruck:Silberne Kapelle","w",1530,1580
3293,"Cirksena, Eginhard (1462–1528)","Greetsiel","Emden in Ostfriesland","m",1462,1528
3294,"Cirksena, Johann (1506–1572)","Berum","Falkenburg an der Göhl","m",1506,1572
3295,"Cirksena, Maximilian (1542–1591)","","","m",1542,1591
3296,"Cirksena, Dorothea (1570–1604)","","","w",1570,1604
3297,"Cirksena, Eginhard (1505–1540)","Greetsiel","Emden in Ostfriesland","m",1505,1540
3298,"Cirksena, Eginhard (1532–1599)","Greetsiel","Aurich in Ostfriesland","m",1532,1599
3299,"Cirksena, Johann (1566–1625)","Aurich in Ostfriesland","Rietberg:Franziskanerkirche","m",1566,1625
3300,"Freymon von Randeck, Johann Wolfgang (1546–1610), Reichsvizekanzler","Ingolstadt","Randeck an der Altmühl","m",1546,1610
3301,"Stotzingen, Elisabeth (1585–1624)","Wimpassing an der Leitha","Murstetten","w",1585,1624
3302,"Sternberg, Eva Elisabeth (1606–1668)","","Wien","w",1606,1668
3303,"Püchler von Weitenegg, Leonhard (1520–1567), Hofkammerrat","","","m",1520,1567
3304,"Püchler von Weitenegg, Magdalena (1550–1588)","","Wimpassing an der Leitha","w",1550,1588
3305,"Viehauser, Siegmund (1538–1587), Reichsvizekanzler","Landau an der Isar","Lauterbach in der Hallertau","m",1538,1587
3306,"Gavre, Jakob (1465–1537)","","Friesen in Brabant","m",1465,1537
3307,"Weber von Retz, Johann Baptist (1526–1584), Reichsvizekanzler","Memmingen","Wien","m",1526,1584
3308,"Weber von Retz, Johann Baptist (1555–1591), Reichshofrat","Ingolstadt","Wien","m",1555,1591
3309,"Weber von Retz, Johann Baptist (1587–1643), Kämmerer","Retz im Weinviertel","Wien","m",1587,1643
3310,"Gera, Johann Christoph (1550–1609), Kämmerer","Arnfels","Linz an der Donau, ▭ Eschelberg","m",1550,1609
3311,"Gera, Erasam (1510–1567), Hofkammerrat","Arnfels","Wien","m",1510,1567
3312,"Gera, Erasam (1588–1657), Kämmerer","Arnfels","Steyr:Pfarrkirche","m",1588,1657
3313,"Gera, Johann Siegmund (1660–1684)","Eschelberg","Neuhäusel im Donautiefland","m",1660,1684
3314,"Wenzel von Wenzelsberg, Johann (1570–1640), Reichshoffiskal","Witzenhausen","","m",1570,1640
3315,"Wenzel von Wenzelsberg, Johann Kunibert (1610–1684), Hofquartiermeister","","","m",1610,1684
3316,"Reifferscheid, Anna Katharina (1624–1691)","Reifferscheid in der Eifel","","w",1624,1691
3317,"Cirksena, Johann (1618–1660), Kämmerer","Esens","Rietberg:Franziskanerkirche","m",1618,1660
3318,"Cirksena, Ferdinand Maximilian (1653–1687)","Rietberg","Rietberg:Franziskanerkirche","m",1653,1687
3319,"Cirksena, Maria Ernestina Franziska (1687–1758)","Rietberg","Wien, ▭ Brünn in Mähren:Dominikanerkirche, ▭ Rietberg:Franziskanerkirche","w",1687,1758
3320,"Kaunitz, Maximilian Ulrich (1679–1746), Landeshauptmann von Mähren","Wien","Brünn in Mähren","m",1679,1746
3321,"Rantzau, Heinrich (1590–1644)","Schmoel","","m",1590,1644
3322,"Rantzau, Christoph (1623–1696), Reichshofrat","Schmoel","Köln am Rhein","m",1623,1696
3323,"Rantzau, Peter (1625–1672), Kämmerer","Schmoel","","m",1625,1672
3324,"Khevenhüller, Franziska (1635–1702)","Wien","","w",1635,1702
3325,"Windischgrätz, Ernst Friedrich (1670–1727), Reichshofrat","Wien","Sankt Peter in der Au","m",1670,1727
3326,"Kaiserstein, Johann (1550–1608)","","Neustadt im Steinfeld","m",1550,1608
3327,"Kaiserstein, Johann Helfried (1580–1634)","Neustadt im Steinfeld","Nördlingen im Ries","m",1580,1634
3328,"Kaiserstein, Tobias Helfried (1590–1657), Hofkammerrat","Neustadt im Steinfeld","Wien","m",1590,1657
3329,"Kaiserstein, Johann Paul (1615–1696)","","Wien","m",1615,1696
3330,"Kaiserstein, Johann Georg (1630–1677)","","","m",1630,1677
3331,"Kaiserstein, Johann Ignaz (1635–1678)","","","m",1635,1678
3332,"Kaiserstein, Franz Ernst (1640–1695)","","","m",1640,1695
3333,"Kaiserstein, Tobias Helfried (1625–1689), Mundschenk","","Wien","m",1625,1689
3334,"Kaiserstein, Johann Franz (1620–1690)","","","m",1620,1690
3335,"Mansfeld, Karl Adam (1629–1662), Kämmerer","","Hamburg","m",1629,1662
3336,"Mansfeld, Ernst (1479–1531)","Heldrungen","Heldrungen, ▭ Eisleben","m",1479,1531
3337,"Mansfeld, Philipp (1502–1546)","Heldrungen","","m",1502,1546
3338,"Mansfeld, Bruno (1545–1615), Oberstkämmerer","","Eisleben","m",1545,1615
3339,"Mansfeld, Peter Ernst (1517–1604)","Heldrungen","Clausen in Luxemburg, ▭ Oberstadt in Luxemburg","m",1517,1604
3340,"Mansfeld, Karl (1543–1595), Oberbefehlshaber der Streitkräfte","Mechelen","Komorn an der Donau, ▭ Clausen in Luxemburg","m",1543,1595
3341,"Mansfeld, Dorothea (1562–1586)","","Groningen","w",1562,1586
3342,"Mansfeld, Franz Maximilian (1639–1692), Obersthofmeister","Wien","Wien","m",1639,1692
3343,"Mansfeld, Heinrich Franz (1640–1715), Obersthofmarschall","Bornstedt im Harz","Wien","m",1640,1715
3344,"Mansfeld, Ernst (1580–1626)","Oberstadt in Luxemburg","Rakovica in Bosnien, ▭ Split","m",1580,1626
3345,"Paar, Peter (1540–1582)","","Pressburg","m",1540,1582
3346,"Paar, Karl (1615–1661), Kämmerer","","","m",1615,1661
3347,"Paar, Julius (1567–1615), Kämmerer","","","m",1567,1615
3348,"Paar, Martin (1500–1567), Landespostmeister von Ungarn","","Kaschau","m",1500,1567
3349,"Schellart von Obbendorf, Adam Wilhelm (1594–1627)","Gürzenich","Rendsburg","m",1594,1627
3350,"Schellart von Obbendorf, Johann Albrecht (1619–1674), Kämmerer","Obbendorf","Doorwerth","m",1619,1674
3351,"Schellart von Obbendorf, Franz Kaspar (1628–1701), Kämmerer","Obbendorf","","m",1628,1701
3352,"Zimmern, Frowin Christoph (1519–1566)","Mespelbrunn im Spessart","Meßkirch an der Ablach","m",1519,1566
3353,"Zimmern, Wilhelm (1549–1594)","Meßkirch an der Ablach","Padua, ▭ Meßkirch an der Ablach","m",1549,1594
